time,Gb(i),Gd(i),H_sun,T2m,WS10m,dataset_id,p_predicted,load_predicted
2018-03-26 06:45:00,0.0,64.01,15.2,2.64,1.19,1,59.24890706564752,193.5333989316592
2018-03-26 07:00:00,0.0,74.43,17.48,3.05,1.17,1,69.62124743292918,200.2113255013868
2018-03-26 07:15:00,10.94,107.41,19.59,3.5,1.27,1,96.27809704146424,206.42938252753336
2018-03-26 07:30:00,21.88,140.4,21.7,3.96,1.38,1,122.9383952789007,212.0601086860321
2018-03-26 07:45:00,32.81,173.38,23.8,4.41,1.48,1,149.52277262794053,217.00647778925168
2018-03-26 08:00:00,43.75,206.36,25.91,4.86,1.59,1,176.0264088069195,221.2062598296784
2018-03-26 08:15:00,153.62,188.96,27.7,5.06,1.69,1,228.62623090647548,224.63418581655958
2018-03-26 08:30:00,263.49,171.57,29.49,5.26,1.8,1,281.05310632524197,227.30178372210864
2018-03-26 08:45:00,373.36,154.18,31.29,5.47,1.9,1,333.3044660566823,229.2549059976765
2018-03-26 09:00:00,483.23,136.78,33.08,5.67,2.0,1,385.3335461759358,230.5691211533105
2018-03-26 09:15:00,369.71,173.44,34.38,5.86,2.16,1,346.8698207456816,231.34328297482523
2018-03-26 09:30:00,256.18,210.09,35.68,6.05,2.31,1,308.2222928774336,231.69171137441066
2018-03-26 09:45:00,142.65,246.74,36.98,6.24,2.46,1,269.4268816093372,231.73551062969597
2018-03-26 10:00:00,29.13,283.4,38.28,6.43,2.62,1,230.52736968930117,231.59360760114373
2018-03-26 10:15:00,21.85,252.24,38.9,6.62,2.66,1,212.4391512127561,231.37411062416308
2018-03-26 10:30:00,14.56,221.09,39.53,6.82,2.69,1,194.34273925334548,231.1665677991647
2018-03-26 10:45:00,7.28,189.94,40.15,7.01,2.72,1,176.25024606805493,231.0356428201644
2018-03-26 11:00:00,0.0,158.78,40.77,7.2,2.76,1,158.20346721475175,231.01663127116734
2018-03-26 11:15:00,0.0,154.56,40.6,7.29,2.83,1,155.58994945581057,231.1131168148051
2018-03-26 11:30:00,0.0,150.34,40.44,7.38,2.89,1,153.1036845352226,231.2969231485835
2018-03-26 11:45:00,0.0,146.13,40.27,7.46,2.96,1,150.72083923699404,231.51036358647838
2018-03-26 12:00:00,0.0,141.91,40.1,7.55,3.03,1,148.44899423082637,231.67063594514326
2018-03-26 12:15:00,0.0,148.36,39.17,7.67,3.08,1,150.03252809232703,231.67606637949103
2018-03-26 12:30:00,0.0,154.81,38.25,7.8,3.14,1,151.71675983138374,231.41378155018867
2018-03-26 12:45:00,0.0,161.26,37.32,7.92,3.19,1,153.44480476117258,230.7682923283204
2018-03-26 13:00:00,0.0,167.71,36.39,8.04,3.24,1,155.19545258251551,229.63041056530517
2018-03-26 13:15:00,19.76,188.7,34.86,8.1,3.24,1,173.0971430338521,227.90589737738497
2018-03-26 13:30:00,39.53,209.69,33.34,8.17,3.24,1,190.96555712150862,225.52325843898302
2018-03-26 13:45:00,59.3,230.68,31.81,8.24,3.24,1,208.72399174994973,222.44015777387318
2018-03-26 14:00:00,79.06,251.67,30.28,8.3,3.24,1,226.35703232102048,218.64801266394866
2018-03-26 14:15:00,69.8,233.4,28.34,8.25,3.2,1,209.098657176146,214.17445246077511
2018-03-26 14:30:00,60.54,215.14,26.39,8.2,3.17,1,191.6649668775384,209.08346523305386
2018-03-26 14:45:00,51.27,196.88,24.44,8.16,3.14,1,174.06254509790568,203.47320874922895
2018-03-26 15:00:00,42.01,178.61,22.5,8.11,3.1,1,156.3314166038997,197.47161622023037
2018-03-26 15:15:00,56.66,158.7,20.31,7.98,3.07,1,149.58986719195843,191.2300721367822
2018-03-26 15:30:00,71.31,138.78,18.12,7.86,3.04,1,142.73921375074514,184.91555978335742
2018-03-26 15:45:00,85.96,118.87,15.92,7.74,3.0,1,135.81347883003704,178.70178128626824
2018-03-26 16:00:00,100.61,98.96,13.73,7.61,2.97,1,128.8861443406896,172.75981686147696
2018-03-26 16:15:00,75.82,78.91,11.41,7.4,2.85,1,101.31666659859242,167.248917800885
2018-03-26 16:30:00,51.03,58.86,9.1,7.18,2.72,1,73.84424216898256,162.30801628503073
2018-03-26 16:45:00,26.24,38.8,6.78,6.97,2.6,1,46.46077427493348,158.04848506021344
2018-03-26 17:00:00,1.45,18.75,4.46,6.76,2.48,1,19.23653077110093,154.54859492033117
2018-03-26 17:15:00,1.09,14.06,3.34,6.44,2.38,1,14.521426731730628,151.8500038712342
2018-03-26 17:30:00,0.72,9.38,2.23,6.12,2.28,1,10.025603491734543,149.95647636261634
2018-03-26 17:45:00,0.36,4.69,1.12,5.79,2.17,1,5.741976129477223,148.83488346870342
2018-03-26 18:00:00,0.0,0.0,0.0,5.47,2.07,1,1.6360897372310035,148.4183852888723
2018-03-26 18:15:00,0.0,0.0,0.0,5.17,1.98,1,2.249903636522504,148.61155517708187
2018-03-26 18:30:00,0.0,0.0,0.0,4.87,1.9,1,3.0155272745154633,149.29708120219962
2018-03-26 18:45:00,0.0,0.0,0.0,4.57,1.81,1,3.9004506799093974,150.34358172754125
2018-03-26 19:00:00,0.0,0.0,0.0,4.27,1.72,1,4.858114412288302,151.6140056089994
2018-03-26 19:15:00,0.0,0.0,0.0,3.81,1.65,1,5.8703821925451365,152.9740575127484
2018-03-26 19:30:00,0.0,0.0,0.0,3.36,1.58,1,6.8577053083465245,154.300096959277
2018-03-26 19:45:00,0.0,0.0,0.0,2.9,1.52,1,7.776548585516522,155.48600503638548
2018-03-26 20:00:00,0.0,0.0,0.0,2.45,1.45,1,8.587979486681661,156.44859192213474
2018-03-26 20:15:00,0.0,0.0,0.0,2.21,1.42,1,9.204531725684461,157.13122565152574
2018-03-26 20:30:00,0.0,0.0,0.0,1.97,1.38,1,9.662659531488558,157.50549043317122
2018-03-26 20:45:00,0.0,0.0,0.0,1.73,1.34,1,9.949545243681328,157.57082227571544
2018-03-26 21:00:00,0.0,0.0,0.0,1.49,1.31,1,10.064117150233429,157.35221100386477
2018-03-26 21:15:00,0.0,0.0,0.0,1.46,1.27,1,9.979044445842234,156.89619120823588
2018-03-26 21:30:00,0.0,0.0,0.0,1.42,1.24,1,9.759783056774225,156.26546103455274
2018-03-26 21:45:00,0.0,0.0,0.0,1.38,1.2,1,9.44076561129198,155.53255906457528
2018-03-26 22:00:00,0.0,0.0,0.0,1.35,1.17,1,9.052203376128958,154.7730896682945
2018-03-26 22:15:00,0.0,0.0,0.0,1.52,1.1,1,8.60643932233161,154.0590121065621
2018-03-26 22:30:00,0.0,0.0,0.0,1.68,1.03,1,8.179242291859069,153.45249681949085
2018-03-26 22:45:00,0.0,0.0,0.0,1.84,0.97,1,7.803617608647514,153.00080476433834
2018-03-26 23:00:00,0.0,0.0,0.0,2.01,0.9,1,7.514425293204795,152.73256584062588
2018-03-26 23:15:00,0.0,0.0,0.0,1.89,0.83,1,7.397546656397594,152.65572616937612
2018-03-26 23:30:00,0.0,0.0,0.0,1.77,0.76,1,7.404166540005249,152.7573087789635
2018-03-26 23:45:00,0.0,0.0,0.0,1.65,0.69,1,7.536889909882532,153.00499702663828
2018-03-27 00:00:00,0.0,0.0,0.0,1.53,0.62,1,7.786898283788318,153.35041440653586
2018-03-27 00:15:00,0.0,0.0,0.0,1.39,0.69,1,8.103137499293481,153.73384785317984
2018-03-27 00:30:00,0.0,0.0,0.0,1.25,0.76,1,8.487619403722505,154.0900532253806
2018-03-27 00:45:00,0.0,0.0,0.0,1.12,0.83,1,8.901295659276343,154.3546990136526
2018-03-27 01:00:00,0.0,0.0,0.0,0.98,0.9,1,9.306607395659938,154.47095337563962
2018-03-27 01:15:00,0.0,0.0,0.0,0.66,0.93,1,9.706538598056866,154.3957040602286
2018-03-27 01:30:00,0.0,0.0,0.0,0.34,0.97,1,10.006884021110508,154.10492183022959
2018-03-27 01:45:00,0.0,0.0,0.0,0.03,1.0,1,10.17228248540252,153.59773433530208
2018-03-27 02:00:00,0.0,0.0,0.0,-0.29,1.03,1,10.173488791936137,152.89886521041117
2018-03-27 02:15:00,0.0,0.0,0.0,-0.5,1.06,1,9.96337368033791,152.05920645089273
2018-03-27 02:30:00,0.0,0.0,0.0,-0.7,1.1,1,9.551319817245428,151.15442309072978
2018-03-27 02:45:00,0.0,0.0,0.0,-0.91,1.14,1,8.947268272147,150.28162874363386
2018-03-27 03:00:00,0.0,0.0,0.0,-1.12,1.17,1,8.167673660320617,149.55430900837723
2018-03-27 03:15:00,0.0,0.0,0.0,-1.24,1.19,1,7.221575858397713,149.09579739984483
2018-03-27 03:30:00,0.0,0.0,0.0,-1.37,1.2,1,6.169935402703004,149.03171631118653
2018-03-27 03:45:00,0.0,0.0,0.0,-1.49,1.22,1,5.051509686895869,149.48187598326064
2018-03-27 04:00:00,0.0,0.0,0.0,-1.61,1.24,1,3.9251368748652027,150.55217164243967
2018-03-27 04:15:00,0.0,0.0,0.0,-1.64,1.26,1,2.8282948611627745,152.32702939879576
2018-03-27 04:30:00,0.0,0.0,0.0,-1.67,1.27,1,1.8391274822883616,154.8629241156633
2018-03-27 04:45:00,0.0,0.0,0.0,-1.7,1.29,1,1.0045926740679079,158.18342881432653
2018-03-27 05:00:00,0.0,0.0,0.0,-1.73,1.31,1,0.37192903906121444,162.27615938188833
2018-03-27 05:15:00,1.38,13.38,2.18,-1.63,1.27,1,11.215874844852465,167.09185664333552
2018-03-27 05:30:00,2.76,26.75,4.36,-1.53,1.24,1,22.311124270724193,172.54570836776685
2018-03-27 05:45:00,4.15,40.12,6.54,-1.43,1.2,1,33.681355329656206,178.5208658960688
2018-03-27 06:00:00,5.53,53.5,8.72,-1.33,1.17,1,45.31031433238678,184.8739637705493
2018-03-27 06:15:00,17.51,75.49,11.0,-0.57,1.15,1,66.87351768539149,191.4423158903231
2018-03-27 06:30:00,29.5,97.48,13.28,0.19,1.14,1,88.64920040984887,198.0523477438331
2018-03-27 06:45:00,41.48,119.48,15.56,0.96,1.12,1,110.5919155726958,204.52873872793378
2018-03-27 07:00:00,53.46,141.47,17.84,1.72,1.1,1,132.64802721558783,210.70369764230065
2018-03-27 07:15:00,76.45,158.25,19.95,2.26,1.26,1,157.62176870986275,216.42578172350238
2018-03-27 07:30:00,99.44,175.04,22.06,2.8,1.41,1,182.60595673825117,221.56769607227727
2018-03-27 07:45:00,122.44,191.82,24.17,3.34,1.56,1,207.5382710174158,226.03257446597823
2018-03-27 08:00:00,145.43,208.6,26.28,3.88,1.72,1,232.36066306857032,229.75834035336644
2018-03-27 08:15:00,221.86,196.86,28.08,4.18,1.76,1,270.37752655351846,232.71987163175243
2018-03-27 08:30:00,298.28,185.12,29.88,4.47,1.79,1,308.2185198552066,234.92883655783683
2018-03-27 08:45:00,374.7,173.39,31.67,4.77,1.83,1,345.84634632041644,236.43122121961335
2018-03-27 09:00:00,451.13,161.65,33.47,5.07,1.86,1,383.29460631093616,237.30272108260198
2018-03-27 09:15:00,473.78,166.23,34.77,5.32,1.9,1,399.70905597341124,237.64231017487083
2018-03-27 09:30:00,496.43,170.8,36.08,5.58,1.93,1,415.961282820688,237.56442191648523
2018-03-27 09:45:00,519.08,175.38,37.38,5.83,1.96,1,432.05394507553046,237.19026733513329
2018-03-27 10:00:00,541.73,179.96,38.68,6.08,2.0,1,448.03246887094247,236.63887327141626
2018-03-27 10:15:00,587.4,161.93,39.3,6.36,2.1,1,463.6129403314319,236.01844126008285
2018-03-27 10:30:00,633.08,143.89,39.92,6.63,2.2,1,479.1690339786271,235.41860581526504
2018-03-27 10:45:00,678.75,125.85,40.54,6.9,2.31,1,494.7326716410343,234.90411025990406
2018-03-27 11:00:00,724.42,107.82,41.16,7.18,2.41,1,510.3547018779855,234.51032302679275
2018-03-27 11:15:00,706.93,117.51,40.99,7.39,2.48,1,505.3631688929608,234.24089385735897
2018-03-27 11:30:00,689.44,127.21,40.82,7.6,2.55,1,500.4826533639915,234.06770577322425
2018-03-27 11:45:00,671.96,136.9,40.64,7.82,2.62,1,495.6994024861552,233.93312467713486
2018-03-27 12:00:00,654.47,146.6,40.47,8.03,2.69,1,491.05474856199334,233.75439426383525
2018-03-27 12:15:00,593.4,168.21,39.54,8.18,2.67,1,468.3624983106512,233.4298798853302
2018-03-27 12:30:00,532.33,189.82,38.61,8.34,2.66,1,445.752493774084,232.8467407525128
2018-03-27 12:45:00,471.26,211.43,37.67,8.5,2.64,1,423.18434485285184,231.88951367744824
2018-03-27 13:00:00,410.19,233.04,36.74,8.65,2.62,1,400.65980480414476,230.4490298896211
2018-03-27 13:15:00,360.69,235.48,35.2,8.7,2.55,1,373.72127605958246,228.4310633641702
2018-03-27 13:30:00,311.19,237.92,33.66,8.75,2.48,1,346.7280756804377,225.76412617175617
2018-03-27 13:45:00,261.69,240.37,32.13,8.79,2.41,1,319.66942796537023,222.40588232425657
2018-03-27 14:00:00,212.19,242.81,30.59,8.84,2.34,1,292.4630590187924,218.34774274632468
2018-03-27 14:15:00,231.12,214.91,28.64,8.86,2.38,1,285.0319118240872,213.61732414836257
2018-03-27 14:30:00,250.06,187.01,26.68,8.88,2.41,1,277.43119163278016,208.27859575307465
2018-03-27 14:45:00,269.0,159.11,24.73,8.89,2.44,1,269.6901920133261,202.42969034242154
2018-03-27 15:00:00,287.93,131.21,22.78,8.91,2.48,1,261.78729487013993,196.1985100835334
2018-03-27 15:15:00,219.74,123.22,20.58,8.77,2.44,1,217.9195065592014,189.73640244734463
2018-03-27 15:30:00,151.55,115.24,18.39,8.62,2.41,1,173.97307395955985,183.21030780958876
2018-03-27 15:45:00,83.36,107.26,16.19,8.48,2.38,1,129.94240847283848,176.79387958224657
2018-03-27 16:00:00,15.17,99.27,13.99,8.34,2.34,1,85.89001063467998,170.65814356937864
2018-03-27 16:15:00,11.38,75.69,11.67,8.05,2.34,1,67.42571317585197,164.96229103536314
2018-03-27 16:30:00,7.58,52.11,9.35,7.76,2.34,1,49.030392141830575,159.84518862857135
2018-03-27 16:45:00,3.79,28.54,7.03,7.48,2.34,1,30.760501913017166,155.4181381548097
2018-03-27 17:00:00,0.0,4.96,4.71,7.19,2.34,1,12.642763281431598,151.75933417894828
2018-03-27 17:15:00,0.0,3.72,3.53,6.9,2.32,1,9.612831884358712,148.9103532852391
2018-03-27 17:30:00,0.0,2.48,2.36,6.61,2.31,1,6.800440224439342,146.8748734372485
2018-03-27 17:45:00,0.0,1.24,1.18,6.32,2.3,1,4.177061864978086,145.61967426689728
2018-03-27 18:00:00,0.0,0.0,0.0,6.03,2.28,1,1.757797432111417,145.07781959823672
2018-03-27 18:15:00,0.0,0.0,0.0,5.9,2.35,1,2.2636062801117447,145.1537818008162
2018-03-27 18:30:00,0.0,0.0,0.0,5.78,2.42,1,2.9221233140699496,145.73014337456274
2018-03-27 18:45:00,0.0,0.0,0.0,5.66,2.48,1,3.7004565890131857,146.67541265906968
2018-03-27 19:00:00,0.0,0.0,0.0,5.53,2.55,1,4.5516641546638965,147.8524241605635
2018-03-27 19:15:00,0.0,0.0,0.0,5.37,2.64,1,5.429971848463069,149.12676400521696
2018-03-27 19:30:00,0.0,0.0,0.0,5.22,2.72,1,6.286416556449282,150.37466911756854
2018-03-27 19:45:00,0.0,0.0,0.0,5.06,2.81,1,7.074922538328536,151.48989407234853
2018-03-27 20:00:00,0.0,0.0,0.0,4.9,2.9,1,7.7561725964793595,152.3891187556776
2018-03-27 20:15:00,0.0,0.0,0.0,4.84,2.93,1,8.292274294967342,153.01557727494094
2018-03-27 20:30:00,0.0,0.0,0.0,4.78,2.96,1,8.667959586537293,153.34071641837
2018-03-27 20:45:00,0.0,0.0,0.0,4.73,3.0,1,8.868257572087686,153.36383142677613
2018-03-27 21:00:00,0.0,0.0,0.0,4.67,3.03,1,8.904049862451643,153.10976815602368
2018-03-27 21:15:00,0.0,0.0,0.0,4.62,3.05,1,8.783888412387697,152.62491417563143
2018-03-27 21:30:00,0.0,0.0,0.0,4.57,3.06,1,8.533037253043105,151.97181770718512
2018-03-27 21:45:00,0.0,0.0,0.0,4.52,3.08,1,8.17790286628609,151.2228646555672
2018-03-27 22:00:00,0.0,0.0,0.0,4.47,3.1,1,7.758491291193678,150.45350411328187
2018-03-27 22:15:00,0.0,0.0,0.0,4.36,3.08,1,7.338510757698629,149.7355376148178
2018-03-27 22:30:00,0.0,0.0,0.0,4.25,3.06,1,6.9355056255028416,149.13097557980026
2018-03-27 22:45:00,0.0,0.0,0.0,4.14,3.05,1,6.58463669270661,148.68691680316016
2018-03-27 23:00:00,0.0,0.0,0.0,4.03,3.03,1,6.3229189522074165,148.43182703624376
2018-03-27 23:15:00,0.0,0.0,0.0,3.95,3.0,1,6.167614974461159,148.37348641987188
2018-03-27 23:30:00,0.0,0.0,0.0,3.87,2.96,1,6.1389133868989205,148.49875032585416
2018-03-27 23:45:00,0.0,0.0,0.0,3.79,2.93,1,6.234324371865355,148.7751329338678
2018-03-28 00:00:00,0.0,0.0,0.0,3.71,2.9,1,6.447571946784393,149.15408719429968
2018-03-28 00:15:00,0.0,0.0,0.0,3.69,2.88,1,6.743443458632626,149.57572828764248
2018-03-28 00:30:00,0.0,0.0,0.0,3.66,2.86,1,7.110257450322919,149.9746392627877
2018-03-28 00:45:00,0.0,0.0,0.0,3.64,2.85,1,7.504258415056086,150.28631489871668
2018-03-28 01:00:00,0.0,0.0,0.0,3.62,2.83,1,7.890817628698002,150.45374889484646
2018-03-28 01:15:00,0.0,0.0,0.0,3.63,2.76,1,8.229784488941746,150.43365394869366
2018-03-28 01:30:00,0.0,0.0,0.0,3.64,2.69,1,8.472232988246063,150.20182532945418
2018-03-28 01:45:00,0.0,0.0,0.0,3.65,2.62,1,8.57986002509061,149.75721490557515
2018-03-28 02:00:00,0.0,0.0,0.0,3.66,2.55,1,8.521646495987184,149.12437039137518
2018-03-28 02:15:00,0.0,0.0,0.0,3.66,2.46,1,8.283581437192538,148.35400787356852
2018-03-28 02:30:00,0.0,0.0,0.0,3.66,2.38,1,7.846227062094471,147.52161663770244
2018-03-28 02:45:00,0.0,0.0,0.0,3.66,2.3,1,7.21520345799982,146.72413485504256
2018-03-28 03:00:00,0.0,0.0,0.0,3.66,2.21,1,6.409113230579521,146.07487313647738
2018-03-28 03:15:00,0.0,0.0,0.0,3.67,2.14,1,5.44660125038169,145.69699060476455
2018-03-28 03:30:00,0.0,0.0,0.0,3.68,2.07,1,4.3743027392225144,145.7159360010915
2018-03-28 03:45:00,0.0,0.0,0.0,3.69,2.0,1,3.240370344952126,146.25134679378152
2018-03-28 04:00:00,0.0,0.0,0.0,3.7,1.93,1,2.0989300741820216,147.4089464555643
2018-03-28 04:15:00,0.0,0.0,0.0,3.74,1.88,1,0.9952965560774487,149.2729904992881
2018-03-28 04:30:00,0.0,0.0,0.0,3.78,1.82,1,-0.00024359056833134218,151.89978448100092
2018-03-28 04:45:00,0.0,0.0,0.0,3.81,1.77,1,-0.8385866487688673,155.31273353548355
2018-03-28 05:00:00,0.0,0.0,0.0,3.85,1.72,1,-1.476817835614824,159.4992872174865
2018-03-28 05:15:00,0.0,4.96,2.27,3.92,1.67,1,4.7459893184530415,164.41002170034258
2018-03-28 05:30:00,0.0,9.93,4.54,4.0,1.62,1,11.230546218174482,169.9599619038044
2018-03-28 05:45:00,0.0,14.89,6.8,4.07,1.57,1,17.961412580980564,176.03209825213145
2018-03-28 06:00:00,0.0,19.85,9.07,4.14,1.52,1,24.972867352117362,182.4829064163194
2018-03-28 06:15:00,0.0,22.33,11.36,4.3,1.72,1,30.98035207558813,189.1495435851257
2018-03-28 06:30:00,0.0,24.81,13.64,4.46,1.93,1,37.176838399549204,195.85828081992213
2018-03-28 06:45:00,0.0,27.29,15.92,4.61,2.13,1,43.54531562523379,202.43364547906364
2018-03-28 07:00:00,0.0,29.77,18.21,4.77,2.34,1,50.044105699315814,208.70769682148492
2018-03-28 07:15:00,0.0,47.63,20.32,4.92,2.34,1,63.769270828003144,214.52884514482312
2018-03-28 07:30:00,0.0,65.5,22.44,5.07,2.34,1,77.52124519702616,219.76965132086917
2018-03-28 07:45:00,0.0,83.36,24.55,5.23,2.34,1,91.19564823260869,224.33310769348765
2018-03-28 08:00:00,0.0,101.22,26.66,5.38,2.34,1,104.77025404439287,228.15699918158765
2018-03-28 08:15:00,0.57,124.06,28.46,5.54,2.36,1,120.32186698428265,231.2160681416683
2018-03-28 08:30:00,1.14,146.91,30.26,5.69,2.38,1,135.70530125745518,233.52185036982235
2018-03-28 08:45:00,1.71,169.76,32.06,5.84,2.39,1,150.8968191490842,235.1202026536903
2018-03-28 09:00:00,2.28,192.6,33.86,6.0,2.41,1,165.87791541498223,236.08669440621324
2018-03-28 09:15:00,3.16,204.8,35.16,6.14,2.39,1,174.75685640213766,236.5201769232604
2018-03-28 09:30:00,4.04,217.0,36.47,6.28,2.38,1,183.47565137387733,236.53496428981242
2018-03-28 09:45:00,4.92,229.2,37.77,6.43,2.36,1,192.02843160925164,236.25215166478878
2018-03-28 10:00:00,5.8,241.4,39.07,6.57,2.34,1,200.47192039064464,235.7906535522796
2018-03-28 10:15:00,4.35,215.28,39.69,6.74,2.22,1,187.8412806687021,235.25856274683633
2018-03-28 10:30:00,2.9,189.17,40.32,6.91,2.1,1,175.2073671363235,234.74540867546972
2018-03-28 10:45:00,1.45,163.06,40.94,7.08,1.98,1,162.57018870234054,234.31583328391605
2018-03-28 11:00:00,0.0,136.94,41.56,7.25,1.86,1,149.98142347751735,234.005107387154
2018-03-28 11:15:00,0.0,145.38,41.38,7.48,2.03,1,153.3802124581469,233.81678691591748
2018-03-28 11:30:00,0.0,153.81,41.2,7.72,2.2,1,156.87824686585495,233.72266493095162
2018-03-28 11:45:00,0.0,162.24,41.03,7.95,2.38,1,160.51230015036407,233.66502126321592
2018-03-28 12:00:00,0.0,170.68,40.85,8.18,2.55,1,164.25328884179248,233.56101745966865
2018-03-28 12:15:00,1.5,185.14,39.91,8.21,2.5,1,170.47511065851728,233.30894068024338
2018-03-28 12:30:00,2.99,199.61,38.97,8.25,2.44,1,176.7839555724851,232.79587592446399
2018-03-28 12:45:00,4.49,214.08,38.02,8.28,2.39,1,183.1368976593809,231.9062898002519
2018-03-28 13:00:00,5.98,228.54,37.08,8.31,2.34,1,189.5212717369268,230.53094735444893
2018-03-28 13:15:00,4.79,211.11,35.53,8.32,2.39,1,177.90792558747228,228.57556042122957
2018-03-28 13:30:00,3.6,193.68,33.98,8.34,2.44,1,166.23772116771107,225.96858297737867
2018-03-28 13:45:00,2.4,176.26,32.44,8.36,2.5,1,154.49215341976364,222.66762500137833
2018-03-28 14:00:00,1.21,158.83,30.89,8.37,2.55,1,142.61084317331535,218.6640474393638
2018-03-28 14:15:00,0.91,136.74,28.93,8.27,2.78,1,128.00258326074146,213.98542108802718
2018-03-28 14:30:00,0.6,114.65,26.98,8.18,3.0,1,113.24944056301959,208.69567330233036
2018-03-28 14:45:00,0.3,92.55,25.02,8.09,3.22,1,98.31684500022034,202.8928990486874
2018-03-28 15:00:00,0.0,70.46,23.06,7.99,3.45,1,83.23658465344774,196.70496670567601
2018-03-28 15:15:00,0.0,63.02,20.86,7.76,3.42,1,74.91871678763171,190.28319397316506
2018-03-28 15:30:00,0.0,55.58,18.66,7.54,3.38,1,66.49939797006986,183.79449544398253
2018-03-28 15:45:00,0.0,48.13,16.45,7.32,3.34,1,57.99304046630436,177.4125027273127
2018-03-28 16:00:00,0.0,40.69,14.25,7.09,3.31,1,49.490199827737605,171.30822375396832
2018-03-28 16:15:00,0.0,31.76,11.93,6.92,3.34,1,40.04155248283019,165.640835834706
2018-03-28 16:30:00,0.0,22.82,9.61,6.74,3.38,1,30.6616773208832,160.54919553124034
2018-03-28 16:45:00,0.0,13.89,7.29,6.57,3.42,1,21.401907201469996,156.14459840068602
2018-03-28 17:00:00,0.0,4.96,4.97,6.4,3.45,1,12.299358505647973,152.50523654592504
2018-03-28 17:15:00,0.0,3.72,3.73,6.31,3.4,1,9.118255390836126,149.67268783939437
2018-03-28 17:30:00,0.0,2.48,2.48,6.22,3.34,1,6.122345316555908,147.65063522289853
2018-03-28 17:45:00,0.0,1.24,1.24,6.12,3.29,1,3.3521436837148,146.40586695132987
2018-03-28 18:00:00,0.0,0.0,0.0,6.03,3.24,1,0.7811679911244767,145.87145905382002
2018-03-28 18:15:00,0.0,0.0,0.0,6.11,3.33,1,1.2319824616381538,145.95189963011993
2018-03-28 18:30:00,0.0,0.0,0.0,6.18,3.42,1,1.839622322325127,146.52979037135586
2018-03-28 18:45:00,0.0,0.0,0.0,6.26,3.5,1,2.564721880785754,147.47366220236282
2018-03-28 19:00:00,0.0,0.0,0.0,6.34,3.59,1,3.3603351967255435,148.64637553993094
2018-03-28 19:15:00,0.0,0.0,0.0,6.46,3.73,1,4.16010811298878,149.91354567298708
2018-03-28 19:30:00,0.0,0.0,0.0,6.57,3.86,1,4.942120149897775,151.1514418652961
